150	1	1
169	2	1
94	3	1
131	4	1
94	5	1
75	6	1
81	7	1
63	8	1
81	9	1
69	10	1
81	11	1
75	12	1
94	13	1
388	14	1
319	15	1
175	16	1
506	17	1
200	18	1
231	19	1
188	20	1
175	21	1
31	22	1
69	23	1
231	24	1
194	25	1
156	26	1
325	27	1
287	28	1
319	29	1
287	30	1
300	31	1
306	32	1
231	33	1
212	34	1
231	35	1
306	36	1
138	37	1
113	38	1
113	39	1
131	40	1
87	41	1
87	42	1
50	43	1
81	44	1
69	45	1
75	46	1
63	47	1
63	48	1
75	1	2
69	2	2
63	3	2
81	4	2
44	5	2
81	6	2
63	7	2
63	8	2
75	9	2
50	10	2
75	11	2
75	12	2
219	13	2
406	14	2
362	15	2
237	16	2
388	17	2
381	18	2
237	19	2
206	20	2
125	21	2
56	22	2
50	23	2
63	24	2
37	25	2
75	26	2
31	27	2
69	28	2
44	29	2
56	30	2
81	31	2
113	32	2
287	33	2
237	34	2
231	35	2
250	36	2
225	37	2
194	38	2
150	39	2
125	40	2
119	41	2
150	42	2
100	43	2
131	44	2
63	45	2
69	46	2
75	47	2
150	48	2
113	1	3
87	2	3
75	3	3
56	4	3
87	5	3
56	6	3
69	7	3
87	8	3
50	9	3
63	10	3
75	11	3
69	12	3
63	13	3
444	14	3
225	15	3
194	16	3
188	17	3
200	18	3
163	19	3
188	20	3
175	21	3
287	22	3
731	23	3
694	24	3
662	25	3
694	26	3
738	27	3
694	28	3
700	29	3
694	30	3
694	31	3
688	32	3
681	33	3
681	34	3
775	35	3
688	36	3
713	37	3
731	38	3
688	39	3
362	40	3
131	41	3
163	42	3
113	43	3
175	44	3
113	45	3
169	46	3
75	47	3
119	48	3
63	1	4
100	2	4
181	3	4
125	4	4
100	5	4
94	6	4
81	7	4
100	8	4
69	9	4
106	10	4
69	11	4
269	12	4
419	13	4
831	14	4
831	15	4
713	16	4
744	17	4
713	18	4
731	19	4
706	20	4
325	21	4
87	22	4
37	23	4
81	24	4
50	25	4
63	26	4
63	27	4
50	28	4
69	29	4
138	30	4
94	31	4
94	32	4
50	33	4
87	34	4
37	35	4
87	36	4
44	37	4
75	38	4
56	39	4
63	40	4
63	41	4
50	42	4
81	43	4
456	44	4
681	45	4
613	46	4
319	47	4
75	48	4
94	1	5
81	2	5
87	3	5
94	4	5
75	5	5
100	6	5
63	7	5
106	8	5
69	9	5
87	10	5
94	11	5
144	12	5
225	13	5
550	14	5
338	15	5
269	16	5
394	17	5
600	18	5
269	19	5
194	20	5
212	21	5
294	22	5
463	23	5
250	24	5
231	25	5
219	26	5
206	27	5
237	28	5
206	29	5
94	30	5
75	31	5
69	32	5
56	33	5
69	34	5
50	35	5
75	36	5
44	37	5
75	38	5
37	39	5
81	40	5
31	41	5
75	42	5
37	43	5
69	44	5
50	45	5
56	46	5
56	47	5
113	48	5
125	1	6
44	2	6
87	3	6
56	4	6
75	5	6
69	6	6
63	7	6
81	8	6
50	9	6
75	10	6
69	11	6
69	12	6
69	13	6
50	14	6
400	15	6
219	16	6
212	17	6
338	18	6
250	19	6
219	20	6
188	21	6
69	22	6
56	23	6
56	24	6
63	25	6
50	26	6
63	27	6
44	28	6
69	29	6
37	30	6
75	31	6
31	32	6
75	33	6
44	34	6
63	35	6
56	36	6
50	37	6
69	38	6
37	39	6
75	40	6
31	41	6
69	42	6
50	43	6
50	44	6
63	45	6
37	46	6
69	47	6
37	48	6
63	1	7
50	2	7
44	3	7
69	4	7
31	5	7
63	6	7
50	7	7
44	8	7
63	9	7
31	10	7
69	11	7
37	12	7
56	13	7
56	14	7
31	15	7
69	16	7
31	17	7
56	18	7
50	19	7
63	20	7
31	21	7
69	22	7
31	23	7
69	24	7
44	25	7
50	26	7
56	27	7
50	28	7
69	29	7
31	30	7
75	31	7
31	32	7
75	33	7
37	34	7
94	35	7
131	36	7
94	37	7
75	38	7
69	39	7
63	40	7
56	41	7
69	42	7
37	43	7
81	44	7
31	45	7
75	46	7
50	47	7
56	48	7
63	1	8
37	2	8
75	3	8
31	4	8
69	5	8
50	6	8
50	7	8
69	8	8
31	9	8
63	10	8
50	11	8
50	12	8
63	13	8
31	14	8
63	15	8
50	16	8
44	17	8
69	18	8
31	19	8
63	20	8
44	21	8
50	22	8
63	23	8
31	24	8
69	25	8
37	26	8
56	27	8
56	28	8
44	29	8
69	30	8
31	31	8
75	32	8
44	33	8
56	34	8
56	35	8
44	36	8
69	37	8
31	38	8
75	39	8
44	40	8
231	41	8
125	42	8
113	43	8
131	44	8
100	45	8
81	46	8
37	47	8
75	48	8
63	1	9
56	2	9
75	3	9
37	4	9
75	5	9
44	6	9
63	7	9
63	8	9
50	9	9
69	10	9
37	11	9
94	12	9
181	13	9
388	14	9
275	15	9
206	16	9
231	17	9
338	18	9
412	19	9
212	20	9
212	21	9
194	22	9
231	23	9
169	24	9
219	25	9
175	26	9
200	27	9
169	28	9
225	29	9
212	30	9
300	31	9
662	32	9
787	33	9
1000	34	9
1006	35	9
306	36	9
231	37	9
163	38	9
237	39	9
200	40	9
156	41	9
106	42	9
144	43	9
100	44	9
138	45	9
50	46	9
75	47	9
63	48	9
56	1	10
75	2	10
44	3	10
75	4	10
50	5	10
63	6	10
69	7	10
44	8	10
75	9	10
44	10	10
75	11	10
50	12	10
56	13	10
313	14	10
263	15	10
275	16	10
212	17	10
200	18	10
219	19	10
194	20	10
194	21	10
194	22	10
244	23	10
188	24	10
188	25	10
169	26	10
250	27	10
250	28	10
244	29	10
237	30	10
231	31	10
188	32	10
581	33	10
594	34	10
194	35	10
200	36	10
188	37	10
125	38	10
144	39	10
113	40	10
144	41	10
106	42	10
144	43	10
106	44	10
138	45	10
87	46	10
63	47	10
81	48	10
50	1	11
87	2	11
56	3	11
69	4	11
75	5	11
150	6	11
113	7	11
63	8	11
87	9	11
63	10	11
69	11	11
81	12	11
463	13	11
406	14	11
231	15	11
244	16	11
181	17	11
75	18	11
44	19	11
87	20	11
37	21	11
69	22	11
44	23	11
63	24	11
50	25	11
56	26	11
56	27	11
50	28	11
63	29	11
69	30	11
56	31	11
44	32	11
63	33	11
50	34	11
69	35	11
37	36	11
75	37	11
37	38	11
75	39	11
37	40	11
69	41	11
44	42	11
56	43	11
63	44	11
37	45	11
69	46	11
31	47	11
63	48	11
50	1	12
50	2	12
63	3	12
31	4	12
69	5	12
44	6	12
50	7	12
63	8	12
31	9	12
63	10	12
37	11	12
56	12	12
56	13	12
56	14	12
31	15	12
63	16	12
31	17	12
63	18	12
31	19	12
63	20	12
37	21	12
138	22	12
94	23	12
56	24	12
69	25	12
31	26	12
69	27	12
50	28	12
50	29	12
63	30	12
31	31	12
69	32	12
44	33	12
50	34	12
69	35	12
31	36	12
63	37	12
50	38	12
50	39	12
63	40	12
31	41	12
69	42	12
44	43	12
50	44	12
63	45	12
31	46	12
63	47	12
44	48	12
50	1	13
56	2	13
37	3	13
69	4	13
31	5	13
63	6	13
31	7	13
63	8	13
44	9	13
56	10	13
37	11	13
56	12	13
44	13	13
31	14	13
69	15	13
37	16	13
37	17	13
69	18	13
31	19	13
63	20	13
31	21	13
63	22	13
44	23	13
56	24	13
50	25	13
44	26	13
63	27	13
31	28	13
63	29	13
37	30	13
50	31	13
63	32	13
31	33	13
63	34	13
37	35	13
56	36	13
50	37	13
44	38	13
63	39	13
25	40	13
69	41	13
44	42	13
50	43	13
56	44	13
37	45	13
56	46	13
44	47	13
63	48	13
31	1	14
44	2	14
37	3	14
144	4	14
94	5	14
50	6	14
63	7	14
44	8	14
31	9	14
69	10	14
31	11	14
44	12	14
69	13	14
25	14	14
50	15	14
56	16	14
37	17	14
44	18	14
44	19	14
50	20	14
44	21	14
37	22	14
63	23	14
44	24	14
50	25	14
56	26	14
37	27	14
63	28	14
37	29	14
56	30	14
56	31	14
37	32	14
69	33	14
31	34	14
69	35	14
44	36	14
50	37	14
63	38	14
37	39	14
63	40	14
44	41	14
50	42	14
56	43	14
37	44	14
63	45	14
37	46	14
56	47	14
50	48	14
50	1	15
44	2	15
56	3	15
44	4	15
50	5	15
50	6	15
25	7	15
69	8	15
37	9	15
37	10	15
63	11	15
31	12	15
44	13	15
56	14	15
37	15	15
44	16	15
44	17	15
56	18	15
44	19	15
31	20	15
63	21	15
75	22	15
225	23	15
300	24	15
275	25	15
244	26	15
212	27	15
287	28	15
188	29	15
219	30	15
188	31	15
231	32	15
194	33	15
644	34	15
537	35	15
281	36	15
219	37	15
169	38	15
150	39	15
138	40	15
138	41	15
144	42	15
75	43	15
106	44	15
63	45	15
100	46	15
75	47	15
87	48	15
87	1	16
69	2	16
94	3	16
69	4	16
87	5	16
87	6	16
69	7	16
94	8	16
69	9	16
81	10	16
87	11	16
225	12	16
331	13	16
350	14	16
281	15	16
188	16	16
244	17	16
300	18	16
431	19	16
456	20	16
244	21	16
237	22	16
181	23	16
475	24	16
406	25	16
225	26	16
181	27	16
231	28	16
200	29	16
231	30	16
294	31	16
244	32	16
263	33	16
225	34	16
244	35	16
250	36	16
212	37	16
263	38	16
206	39	16
150	40	16
163	41	16
163	42	16
150	43	16
113	44	16
87	45	16
106	46	16
81	47	16
113	48	16
75	1	17
113	2	17
87	3	17
94	4	17
100	5	17
81	6	17
106	7	17
325	8	17
350	9	17
50	10	17
56	11	17
63	12	17
50	13	17
31	14	17
63	15	17
44	16	17
106	17	17
100	18	17
81	19	17
69	20	17
50	21	17
44	22	17
56	23	17
56	24	17
37	25	17
69	26	17
31	27	17
69	28	17
75	29	17
37	30	17
50	31	17
75	32	17
31	33	17
69	34	17
37	35	17
81	36	17
31	37	17
69	38	17
44	39	17
75	40	17
37	41	17
75	42	17
31	43	17
75	44	17
44	45	17
69	46	17
50	47	17
56	48	17
63	1	18
44	2	18
69	3	18
31	4	18
75	5	18
44	6	18
56	7	18
56	8	18
44	9	18
69	10	18
31	11	18
69	12	18
44	13	18
50	14	18
63	15	18
37	16	18
69	17	18
37	18	18
63	19	18
50	20	18
44	21	18
69	22	18
31	23	18
69	24	18
50	25	18
50	26	18
63	27	18
37	28	18
69	29	18
37	30	18
63	31	18
31	32	18
144	33	18
100	34	18
56	35	18
75	36	18
37	37	18
75	38	18
44	39	18
56	40	18
63	41	18
37	42	18
69	43	18
37	44	18
63	45	18
50	46	18
50	47	18
69	48	18
31	1	19
63	2	19
44	3	19
56	4	19
50	5	19
50	6	19
44	7	19
56	8	19
56	9	19
44	10	19
44	11	19
37	12	19
63	13	19
50	14	19
31	15	19
69	16	19
31	17	19
44	18	19
63	19	19
37	20	19
69	21	19
31	22	19
63	23	19
44	24	19
50	25	19
56	26	19
44	27	19
63	28	19
31	29	19
63	30	19
50	31	19
50	32	19
63	33	19
37	34	19
69	35	19
