362	1	1
394	2	1
338	3	1
138	4	1
119	5	1
81	6	1
69	7	1
125	8	1
75	9	1
69	10	1
369	11	1
606	12	1
606	13	1
787	14	1
588	15	1
356	16	1
125	17	1
63	18	1
956	19	1
738	20	1
844	21	1
781	22	1
713	23	1
656	24	1
713	25	1
1813	26	1
1356	27	1
900	28	1
650	29	1
625	30	1
237	31	1
325	32	1
444	33	1
356	34	1
200	35	1
256	36	1
731	37	1
838	38	1
806	39	1
1169	40	1
1144	41	1
950	42	1
719	43	1
713	44	1
400	45	1
388	46	1
287	47	1
250	48	1
231	1	2
181	2	2
100	3	2
113	4	2
94	5	2
100	6	2
87	7	2
87	8	2
81	9	2
81	10	2
319	11	2
606	12	2
625	13	2
681	14	2
775	15	2
444	16	2
100	17	2
106	18	2
375	19	2
531	20	2
719	21	2
781	22	2
631	23	2
569	24	2
563	25	2
575	26	2
581	27	2
731	28	2
537	29	2
331	30	2
331	31	2
356	32	2
388	33	2
344	34	2
356	35	2
331	36	2
806	37	2
956	38	2
1069	39	2
881	40	2
863	41	2
1031	42	2
738	43	2
394	44	2
231	45	2
163	46	2
181	47	2
119	48	2
94	1	3
113	2	3
87	3	3
81	4	3
94	5	3
63	6	3
94	7	3
81	8	3
69	9	3
87	10	3
306	11	3
606	12	3
600	13	3
694	14	3
719	15	3
569	16	3
463	17	3
263	18	3
506	19	3
588	20	3
569	21	3
581	22	3
550	23	3
544	24	3
569	25	3
544	26	3
338	27	3
388	28	3
406	29	3
650	30	3
225	31	3
212	32	3
306	33	3
694	34	3
969	35	3
906	36	3
1181	37	3
1010	38	3
944	39	3
856	40	3
556	41	3
344	42	3
506	43	3
294	44	3
256	45	3
163	46	3
87	47	3
125	48	3
87	1	4
119	2	4
81	3	4
113	4	4
63	5	4
106	6	4
56	7	4
113	8	4
56	9	4
119	10	4
63	11	4
237	12	4
181	13	4
119	14	4
81	15	4
150	16	4
406	17	4
325	18	4
600	19	4
887	20	4
819	21	4
825	22	4
906	23	4
944	24	4
963	25	4
975	26	4
969	27	4
1063	28	4
1837	29	4
1325	30	4
1294	31	4
1538	32	4
1519	33	4
1531	34	4
1375	35	4
1788	36	4
1000	37	4
988	38	4
1020	39	4
1056	40	4
1050	41	4
694	42	4
650	43	4
775	44	4
831	45	4
369	46	4
244	47	4
206	48	4
150	1	5
181	2	5
144	3	5
150	4	5
169	5	5
100	6	5
87	7	5
87	8	5
87	9	5
100	10	5
263	11	5
94	12	5
163	13	5
194	14	5
181	15	5
131	16	5
131	17	5
100	18	5
150	19	5
244	20	5
200	21	5
188	22	5
681	23	5
675	24	5
594	25	5
656	26	5
256	27	5
113	28	5
150	29	5
131	30	5
163	31	5
281	32	5
681	33	5
700	34	5
725	35	5
700	36	5
1306	37	5
750	38	5
781	39	5
800	40	5
806	41	5
831	42	5
331	43	5
456	44	5
300	45	5
356	46	5
263	47	5
156	48	5
138	1	6
125	2	6
119	3	6
94	4	6
75	5	6
150	6	6
131	7	6
69	8	6
94	9	6
56	10	6
275	11	6
200	12	6
81	13	6
144	14	6
150	15	6
138	16	6
275	17	6
113	18	6
119	19	6
600	20	6
175	21	6
156	22	6
369	23	6
1044	24	6
919	25	6
825	26	6
850	27	6
838	28	6
512	29	6
613	30	6
506	31	6
406	32	6
356	33	6
381	34	6
381	35	6
838	36	6
1063	37	6
1331	38	6
1169	39	6
894	40	6
1056	41	6
775	42	6
400	43	6
444	44	6
206	45	6
206	46	6
169	47	6
156	48	6
156	1	7
138	2	7
169	3	7
131	4	7
75	5	7
81	6	7
100	7	7
69	8	7
87	9	7
581	10	7
588	11	7
606	12	7
575	13	7
594	14	7
237	15	7
87	16	7
94	17	7
131	18	7
275	19	7
237	20	7
212	21	7
244	22	7
375	23	7
631	24	7
750	25	7
831	26	7
838	27	7
887	28	7
506	29	7
456	30	7
412	31	7
406	32	7
469	33	7
456	34	7
425	35	7
938	36	7
925	37	7
1100	38	7
1075	39	7
1038	40	7
1138	41	7
619	42	7
769	43	7
637	44	7
381	45	7
212	46	7
175	47	7
194	48	7
181	1	8
150	2	8
94	3	8
106	4	8
100	5	8
81	6	8
94	7	8
106	8	8
75	9	8
600	10	8
644	11	8
606	12	8
637	13	8
594	14	8
244	15	8
119	16	8
219	17	8
481	18	8
144	19	8
200	20	8
313	21	8
281	22	8
463	23	8
950	24	8
637	25	8
613	26	8
713	27	8
1106	28	8
412	29	8
375	30	8
344	31	8
